team_name,country_code,confederation,fifa_rank,fifa_points,wins_last_10_matches,losses_last_10_matches,draws_last_10_matches,win_rate_last_year,goals_scored_avg,goals_conceded_avg,clean_sheets_last_10,shots_per_game,shots_on_target_ratio,avg_player_rating,star_players_count,market_value_million_eur,experience_avg_caps,coach_experience_years,recent_form_score,possession_avg,passing_accuracy,host_advantage,travel_distance_avg,climate_similarity_score,winner
Denmark,DEN,UEFA,23,1606.5,6,3,1,0.558,1.23,1.17,2,11.0,0.32,75.4,2,507.0,26,4,6.6,47.3,75.8,0,8.5,0.47,1
Ghana,GHA,CAF,37,1543.3,4,5,1,0.433,0.74,1.25,2,9.9,0.354,71.1,1,345.0,17,5,3.3,41.3,72.0,0,9.6,0.55,0
China,CHN,AFC,28,1477.7,4,4,2,0.267,0.54,1.61,0,9.9,0.295,74.4,1,279.0,31,2,4.8,44.0,73.5,0,10.2,0.51,1
South Korea,KOR,AFC,32,1535.3,4,2,4,0.462,1.56,1.17,2,13.3,0.343,80.2,1,447.0,34,12,4.7,54.4,84.0,0,13.7,0.59,0
Netherlands,NED,UEFA,12,1746.7,7,2,1,0.691,2.01,0.9,2,14.9,0.465,79.1,3,820.0,41,7,6.9,61.8,80.7,0,8.4,0.71,1
Argentina,ARG,CONMEBOL,7,1941.9,9,0,1,0.844,2.43,0.63,5,16.3,0.541,89.2,3,744.0,44,16,8.1,63.2,87.1,0,7.3,0.62,1
Spain,ESP,UEFA,1,1821.6,8,0,2,0.678,1.87,0.73,4,17.7,0.42,85.4,4,943.0,58,9,10.0,60.0,87.9,0,8.0,0.52,0
Germany,DEU,UEFA,18,1673.7,8,2,0,0.657,2.04,0.87,3,15.3,0.385,81.9,3,655.0,37,15,7.2,60.6,86.5,0,6.0,0.57,1
Spain,ESP,UEFA,3,1910.6,8,2,0,0.796,2.55,0.52,5,19.2,0.476,87.8,3,1131.0,56,10,8.2,59.1,87.9,0,5.9,0.73,1
Brazil,BRA,CONMEBOL,7,1950.3,8,0,2,0.653,2.53,0.76,3,15.2,0.487,86.3,4,1145.0,46,19,7.2,67.0,89.7,0,4.4,0.75,1
South Korea,KOR,AFC,35,1593.1,6,5,0,0.47,1.13,1.26,4,13.0,0.354,77.5,2,415.0,38,6,6.8,48.2,78.3,0,12.7,0.39,0
Netherlands,NED,UEFA,12,1815.8,8,3,0,0.647,1.41,0.75,3,12.6,0.406,79.9,2,814.0,48,6,8.3,57.8,88.3,0,7.8,0.56,0
China,CHN,AFC,43,1469.0,2,7,1,0.43,0.91,1.83,2,7.5,0.3,71.0,2,321.0,35,6,4.5,48.9,76.1,0,10.3,0.48,0
Morocco,MAR,CAF,34,1689.8,3,4,3,0.521,1.7,1.15,1,12.6,0.342,80.2,2,413.0,29,15,6.1,53.2,78.4,0,11.0,0.36,0
Ecuador,ECU,CONMEBOL,16,1695.5,6,2,2,0.588,1.41,0.97,2,11.7,0.42,78.0,2,265.0,26,10,4.5,54.5,84.2,0,5.8,0.74,0
England,ENG,UEFA,3,1817.7,8,1,1,0.823,2.65,0.71,5,17.8,0.536,87.9,3,791.0,41,25,7.3,62.1,87.7,0,7.6,0.52,1
Ukraine,UKR,UEFA,31,1536.6,1,6,3,0.296,0.88,2.07,2,10.9,0.262,74.9,1,316.0,17,5,2.2,44.7,77.7,0,6.8,0.64,1
Denmark,DEN,UEFA,27,1647.6,6,3,1,0.403,1.08,1.05,1,10.2,0.312,78.8,1,459.0,33,3,5.1,49.1,75.8,0,7.7,0.56,1
Ukraine,UKR,UEFA,45,1415.4,1,4,5,0.343,1.19,1.67,1,7.2,0.234,75.7,1,280.0,29,8,4.1,43.7,76.6,0,7.0,0.49,1
Senegal,SEN,CAF,26,1512.7,3,4,3,0.562,1.16,1.17,4,11.1,0.37,75.0,2,271.0,41,5,5.4,47.9,79.2,0,10.5,0.28,0
Switzerland,SUI,UEFA,22,1613.0,4,3,3,0.445,1.45,1.47,3,13.3,0.341,75.9,2,523.0,32,5,6.3,46.2,77.7,0,6.1,0.7,0
USA,USA,CONCACAF,35,1549.9,6,3,1,0.588,1.08,1.29,3,12.2,0.345,79.2,1,454.0,25,3,5.8,47.8,79.4,1,1.8,0.81,1
Spain,ESP,UEFA,5,1863.1,8,1,1,0.807,1.97,0.47,4,18.3,0.449,85.0,5,981.0,63,20,7.8,61.8,87.1,0,5.4,0.5,0
France,FRA,UEFA,1,1863.3,7,0,3,0.759,2.44,0.71,5,15.2,0.473,85.8,3,1198.0,58,10,8.6,56.6,87.9,0,8.5,0.53,1
Algeria,ALG,CAF,31,1452.9,4,4,2,0.435,1.29,2.16,1,7.7,0.336,76.2,2,295.0,35,4,6.6,41.0,73.8,0,9.3,0.38,1
Switzerland,SUI,UEFA,16,1677.8,4,5,1,0.472,1.11,1.03,1,10.0,0.391,78.5,2,451.0,39,13,6.8,51.2,80.0,0,7.6,0.7,1
Costa Rica,CRC,CONCACAF,41,1523.3,4,5,1,0.302,0.82,2.15,2,9.8,0.273,73.4,1,317.0,23,10,3.0,46.2,73.9,0,1.8,0.72,0
Colombia,COL,CONMEBOL,9,1799.9,8,1,1,0.694,1.59,1.02,5,13.1,0.431,81.7,2,577.0,38,13,8.5,60.5,85.5,0,5.4,0.66,1
France,FRA,UEFA,3,1815.7,8,1,1,0.708,2.54,0.42,5,17.5,0.517,88.2,3,807.0,58,25,9.9,55.3,88.4,0,6.1,0.55,1
Poland,POL,UEFA,20,1507.3,3,5,2,0.471,1.24,1.04,3,10.4,0.3,79.0,3,369.0,32,12,4.7,51.8,79.9,0,7.6,0.73,0
France,FRA,UEFA,7,1917.6,6,1,3,0.827,1.85,0.48,3,19.1,0.402,89.0,4,807.0,58,16,7.4,61.2,87.8,0,8.3,0.64,0
England,ENG,UEFA,7,1965.5,8,1,1,0.816,2.52,0.42,7,17.8,0.478,85.2,4,976.0,59,20,7.7,60.2,89.9,0,5.9,0.49,1
Senegal,SEN,CAF,12,1596.1,5,3,2,0.464,1.22,1.32,1,9.2,0.367,74.1,3,354.0,39,6,5.2,46.4,82.9,0,9.5,0.38,0
Belgium,BEL,UEFA,5,1826.2,7,1,2,0.697,1.71,0.82,4,12.2,0.441,79.2,3,513.0,46,10,7.3,55.5,84.7,0,6.2,0.58,1
Honduras,HON,CONCACAF,44,1514.6,1,5,4,0.319,1.19,1.22,1,10.6,0.318,75.4,2,364.0,29,10,5.1,46.3,78.4,0,0.6,0.89,0
Argentina,ARG,CONMEBOL,4,1865.2,6,0,4,0.668,2.19,0.46,4,14.0,0.427,84.2,3,872.0,58,10,8.5,57.5,89.1,0,5.6,0.75,0
Tunisia,TUN,CAF,44,1447.0,2,6,2,0.435,1.03,2.04,1,7.2,0.298,75.5,1,253.0,29,9,2.1,46.9,72.9,0,10.3,0.34,0
Serbia,SRB,UEFA,28,1528.7,6,3,1,0.454,1.69,1.4,3,12.3,0.409,74.7,2,312.0,40,6,5.6,55.1,77.9,0,7.8,0.63,0
Saudi Arabia,KSA,AFC,36,1528.7,4,6,0,0.261,0.63,1.59,0,6.5,0.229,72.4,2,365.0,18,7,4.8,42.0,74.9,0,9.1,0.63,1
Germany,DEU,UEFA,12,1808.1,7,1,2,0.713,1.48,0.89,5,16.0,0.448,85.6,3,609.0,44,13,8.1,61.8,84.6,0,5.3,0.45,1
South Korea,KOR,AFC,26,1645.3,4,4,2,0.425,1.21,1.2,3,10.0,0.341,80.8,2,275.0,40,4,4.6,53.6,81.8,0,11.3,0.5,1
USA,USA,CONCACAF,14,1600.1,5,3,2,0.487,1.3,1.39,2,11.5,0.401,75.2,0,433.0,37,5,6.7,46.2,79.6,1,2.9,0.87,1
USA,USA,CONCACAF,21,1589.1,5,5,0,0.486,1.63,1.0,1,11.7,0.369,78.2,2,309.0,36,11,4.1,47.6,77.4,1,2.3,0.76,1
Wales,WAL,UEFA,30,1519.4,4,5,1,0.374,1.15,1.74,1,9.1,0.285,75.5,1,273.0,31,9,5.2,48.1,75.9,0,8.7,0.55,0
Honduras,HON,CONCACAF,34,1557.8,3,6,1,0.272,0.99,1.75,0,9.4,0.294,70.6,2,306.0,30,8,2.4,45.5,75.0,0,2.2,0.72,0
Belgium,BEL,UEFA,9,1792.8,8,1,1,0.679,1.69,1.04,3,15.5,0.38,85.2,3,819.0,43,11,6.9,58.7,82.2,0,8.0,0.69,1
Serbia,SRB,UEFA,26,1625.6,3,3,4,0.468,1.3,1.08,2,11.7,0.385,78.8,3,484.0,45,11,4.2,46.1,79.6,0,8.3,0.54,1
Serbia,SRB,UEFA,30,1695.4,5,3,2,0.459,1.39,0.84,2,13.5,0.354,78.6,1,415.0,44,8,5.1,46.1,84.0,0,8.9,0.64,1
Nigeria,NGA,CAF,43,1502.5,4,7,0,0.263,0.81,1.85,0,7.3,0.267,72.4,0,358.0,16,9,2.7,48.1,72.1,0,8.5,0.51,0
Ivory Coast,CIV,CAF,38,1487.0,2,6,2,0.44,0.64,1.51,0,6.3,0.305,75.0,0,331.0,32,6,5.3,40.6,70.7,0,10.5,0.49,1
Germany,DEU,UEFA,10,1755.6,5,3,2,0.562,1.98,0.78,2,13.2,0.44,85.2,4,811.0,47,19,8.2,56.9,83.2,0,6.5,0.46,1
Germany,DEU,UEFA,18,1738.9,6,3,1,0.704,1.58,0.77,2,13.5,0.479,81.3,2,484.0,44,16,7.3,53.1,80.8,0,8.2,0.73,1
Sweden,SWE,UEFA,25,1643.3,5,3,2,0.465,1.29,1.28,4,9.4,0.327,74.2,1,364.0,25,13,4.9,48.8,79.2,0,5.5,0.5,0
England,ENG,UEFA,5,1867.5,7,2,1,0.756,2.18,0.48,4,15.4,0.44,84.5,4,771.0,56,23,7.4,57.7,94.3,0,8.0,0.69,1
Spain,ESP,UEFA,5,1877.7,9,0,1,0.774,1.84,0.57,7,14.1,0.532,84.1,4,721.0,64,20,7.1,59.2,85.3,0,6.6,0.46,1
France,FRA,UEFA,8,1854.1,8,1,1,0.702,2.35,0.54,6,19.5,0.408,84.2,3,841.0,64,10,9.4,64.9,90.4,0,5.2,0.62,1
Brazil,BRA,CONMEBOL,5,1877.5,9,2,0,0.748,2.18,0.83,4,17.5,0.458,83.2,5,1160.0,47,13,8.0,55.9,93.5,0,5.4,0.61,1
USA,USA,CONCACAF,32,1663.7,4,5,1,0.415,1.36,1.38,4,13.7,0.301,78.0,3,517.0,31,5,6.9,55.6,82.3,1,1.8,0.75,0
Australia,AUS,AFC,21,1583.6,3,4,3,0.535,1.2,1.12,1,11.7,0.418,79.5,1,261.0,30,9,4.3,49.4,75.1,0,11.9,0.53,0
Belgium,BEL,UEFA,11,1727.2,8,1,1,0.615,2.05,0.95,5,12.2,0.37,82.9,3,745.0,41,12,6.3,58.3,87.3,0,9.0,0.69,1
Portugal,POR,UEFA,5,1787.1,5,1,4,0.624,1.42,0.82,2,16.2,0.476,82.0,2,725.0,37,6,6.1,51.1,82.7,0,7.3,0.74,1
Canada,CAN,CONCACAF,38,1580.7,4,4,2,0.262,0.69,2.19,2,10.2,0.3,76.1,0,310.0,24,8,3.9,43.3,74.4,1,1.2,0.74,0
Canada,CAN,CONCACAF,35,1514.0,1,4,5,0.282,0.88,2.0,2,9.6,0.318,71.1,1,261.0,18,9,3.6,43.8,72.5,1,1.3,0.94,0
USA,USA,CONCACAF,20,1583.7,3,3,4,0.432,1.46,1.0,1,9.3,0.325,77.3,2,342.0,34,10,5.3,55.6,78.5,1,1.6,0.7,0
Ecuador,ECU,CONMEBOL,22,1695.2,3,3,4,0.437,1.65,1.29,3,11.2,0.336,74.5,3,483.0,38,6,5.8,51.7,79.2,0,7.3,0.67,0
Egypt,EGY,CAF,28,1443.5,1,4,5,0.271,0.96,1.65,1,7.2,0.245,73.2,1,281.0,20,9,3.0,42.7,73.8,0,10.3,0.35,0
Saudi Arabia,KSA,AFC,29,1507.5,1,4,5,0.237,0.78,1.78,2,7.3,0.237,71.7,1,214.0,24,3,2.8,44.0,75.5,0,9.5,0.61,0
Poland,POL,UEFA,16,1689.2,4,2,4,0.436,1.3,1.04,2,9.7,0.408,74.6,2,487.0,31,6,6.2,48.1,80.6,0,5.4,0.73,0
Sweden,SWE,UEFA,26,1513.2,3,2,5,0.509,1.31,1.07,1,13.3,0.338,78.2,3,374.0,34,3,4.7,45.6,82.4,0,5.3,0.46,0
Algeria,ALG,CAF,48,1412.7,1,5,4,0.295,1.09,2.13,0,7.4,0.324,70.6,0,296.0,28,8,5.2,47.2,75.9,0,9.5,0.49,0
Mexico,MEX,CONCACAF,17,1570.5,4,4,2,0.554,1.16,1.43,4,10.2,0.409,77.5,2,344.0,42,15,5.2,48.7,80.9,1,1.2,0.74,1
Morocco,MAR,CAF,28,1611.2,4,2,4,0.486,1.51,0.97,3,13.8,0.396,75.3,1,545.0,30,9,5.3,54.5,75.2,0,8.2,0.42,0
Sweden,SWE,UEFA,15,1575.8,6,5,0,0.474,1.12,0.81,3,12.8,0.39,76.4,1,390.0,37,6,4.5,45.1,81.7,0,7.0,0.72,1
Paraguay,PAR,CONMEBOL,49,1558.7,4,4,2,0.414,0.8,1.22,1,7.9,0.342,72.8,2,210.0,35,4,4.6,44.1,70.9,0,4.8,0.59,0
Jamaica,JAM,CONCACAF,45,1424.4,4,5,1,0.329,1.2,1.41,2,9.4,0.268,70.1,2,225.0,35,6,2.6,44.1,74.6,0,2.9,0.71,0
France,FRA,UEFA,3,1971.0,8,0,2,0.703,2.39,0.49,7,15.8,0.491,85.6,4,901.0,40,14,8.8,64.5,91.7,0,6.0,0.52,1
Spain,ESP,UEFA,3,1794.1,6,2,2,0.769,2.09,0.83,3,16.7,0.489,86.7,4,1048.0,46,12,8.2,58.3,91.9,0,5.4,0.73,0
Belgium,BEL,UEFA,6,1759.8,8,1,1,0.577,2.14,0.99,3,13.2,0.438,79.3,4,685.0,46,18,8.1,60.5,85.2,0,8.3,0.67,0
Cameroon,CMR,CAF,33,1563.1,4,6,0,0.345,1.21,1.68,1,7.9,0.331,70.3,0,200.0,30,2,2.5,45.0,70.7,0,9.5,0.54,0
Senegal,SEN,CAF,19,1565.1,5,5,0,0.494,1.56,1.12,1,10.2,0.344,78.1,2,422.0,42,9,5.7,51.3,79.7,0,8.8,0.44,1
Belgium,BEL,UEFA,5,1670.1,7,1,2,0.692,1.84,0.93,2,14.6,0.422,85.6,4,804.0,38,9,7.4,59.7,85.8,0,5.1,0.74,1
England,ENG,UEFA,8,1900.2,7,1,2,0.82,2.33,0.59,3,14.8,0.504,89.4,5,868.0,47,16,7.0,61.6,93.7,0,5.4,0.45,0
Ecuador,ECU,CONMEBOL,22,1633.8,5,3,2,0.599,1.51,1.47,2,12.7,0.313,80.9,2,467.0,31,11,5.6,48.0,75.1,0,4.9,0.7,0
Ecuador,ECU,CONMEBOL,32,1583.6,3,5,2,0.531,1.37,1.23,4,9.9,0.375,78.5,2,267.0,30,8,6.9,47.4,81.0,0,8.0,0.6,0
Algeria,ALG,CAF,39,1409.5,2,5,3,0.253,0.96,1.9,2,10.8,0.301,75.7,2,227.0,33,8,4.1,41.4,78.6,0,8.2,0.39,1
Japan,JPN,AFC,15,1576.7,5,4,1,0.581,1.12,1.13,1,11.5,0.417,80.6,1,326.0,41,9,6.8,51.3,81.1,0,11.7,0.36,0
Denmark,DEN,UEFA,22,1668.2,4,3,3,0.529,1.16,0.91,3,11.0,0.395,77.3,3,343.0,38,3,6.2,51.8,81.2,0,6.4,0.46,0
France,FRA,UEFA,1,1866.9,6,2,2,0.765,2.34,0.69,4,17.5,0.419,84.6,5,1091.0,61,9,9.6,58.8,87.1,0,6.9,0.6,1
Brazil,BRA,CONMEBOL,6,1994.2,7,1,2,0.796,2.6,0.79,5,19.6,0.468,84.9,5,849.0,55,18,5.2,59.9,92.6,0,6.9,0.75,1
Mexico,MEX,CONCACAF,24,1640.4,5,2,3,0.437,1.54,0.94,3,11.7,0.362,80.3,3,278.0,35,4,6.5,46.2,76.8,1,2.5,0.85,0
Italy,ITA,UEFA,11,1693.7,6,3,1,0.673,1.78,1.05,5,12.9,0.419,84.6,3,661.0,52,14,7.8,56.8,88.9,0,7.6,0.67,1
Portugal,POR,UEFA,8,1722.1,7,3,0,0.563,1.8,0.9,3,15.0,0.371,82.8,2,832.0,38,8,4.6,55.4,86.0,0,6.1,0.54,0
Argentina,ARG,CONMEBOL,1,1962.2,9,1,0,0.843,2.24,0.97,5,17.3,0.542,86.6,4,1153.0,44,19,8.8,55.2,85.6,0,6.1,0.75,1
New Zealand,NZL,OFC,48,1415.6,4,7,0,0.227,0.94,1.79,1,9.9,0.342,71.5,2,307.0,19,9,5.0,49.1,78.2,0,13.7,0.51,0
Jamaica,JAM,CONCACAF,44,1475.2,3,4,3,0.314,1.06,2.03,0,11.0,0.316,70.0,1,263.0,20,7,3.4,48.8,73.9,0,2.7,0.83,0
Senegal,SEN,CAF,26,1687.7,5,4,1,0.562,1.11,1.07,1,10.3,0.36,79.7,1,427.0,27,7,4.9,52.2,84.7,0,8.4,0.49,1
Ivory Coast,CIV,CAF,47,1532.4,3,5,2,0.355,1.18,1.37,0,6.8,0.283,70.5,0,247.0,27,3,2.2,49.0,79.5,0,9.7,0.53,0
Honduras,HON,CONCACAF,49,1524.1,3,5,2,0.384,1.08,1.63,2,10.9,0.253,71.2,1,312.0,31,9,2.6,40.4,74.5,0,1.1,0.76,0
Austria,AUT,UEFA,15,1597.5,5,5,0,0.437,1.08,1.41,4,12.0,0.416,78.4,2,275.0,45,4,6.9,55.8,76.6,0,5.8,0.72,0
Netherlands,NED,UEFA,11,1705.7,8,2,0,0.63,1.64,1.08,5,14.5,0.419,79.3,2,548.0,48,7,6.5,60.3,81.6,0,5.9,0.64,1
Brazil,BRA,CONMEBOL,5,1975.8,6,0,4,0.825,1.9,0.42,3,16.3,0.448,86.8,5,868.0,57,22,8.7,62.0,88.5,0,4.0,0.56,0
Cameroon,CMR,CAF,41,1559.4,1,6,3,0.328,1.0,1.87,1,6.5,0.319,75.1,1,318.0,27,2,2.7,43.3,76.0,0,10.2,0.43,0
Switzerland,SUI,UEFA,22,1672.6,3,3,4,0.421,1.1,1.48,2,12.2,0.346,75.3,3,466.0,28,5,4.5,46.0,77.8,0,7.6,0.5,0
Sweden,SWE,UEFA,24,1705.2,6,4,0,0.407,1.41,1.11,4,9.2,0.397,77.9,3,539.0,38,8,6.6,48.9,81.2,0,6.3,0.62,1
Paraguay,PAR,CONMEBOL,47,1460.9,1,7,2,0.361,0.58,2.1,1,9.4,0.313,70.1,0,295.0,27,9,2.3,46.8,73.0,0,7.4,0.78,0
Spain,ESP,UEFA,8,1810.1,9,2,0,0.801,2.53,0.95,4,19.0,0.512,87.4,5,880.0,50,16,9.2,58.3,87.8,0,5.0,0.49,0
Australia,AUS,AFC,31,1606.6,4,4,2,0.464,1.23,1.19,4,12.9,0.327,78.3,1,312.0,29,3,6.1,45.6,75.5,0,13.0,0.62,1
Poland,POL,UEFA,17,1709.6,5,4,1,0.599,1.43,1.35,4,10.1,0.312,79.1,2,338.0,29,6,4.1,55.6,76.5,0,5.7,0.62,0
Denmark,DEN,UEFA,21,1552.4,5,4,1,0.48,1.47,1.37,3,10.6,0.391,79.8,2,309.0,30,6,4.7,45.0,78.1,0,5.8,0.53,1
Argentina,ARG,CONMEBOL,8,1802.7,7,1,2,0.808,2.37,0.83,3,17.3,0.495,89.7,3,957.0,60,8,9.2,65.8,86.4,0,6.5,0.57,1
Croatia,CRO,UEFA,8,1729.9,7,3,0,0.583,2.07,0.7,2,12.7,0.424,84.6,4,811.0,45,20,7.9,60.2,80.9,0,5.1,0.5,1
Italy,ITA,UEFA,18,1706.3,6,3,1,0.676,1.6,1.02,5,16.1,0.476,80.3,3,489.0,41,10,7.2,59.4,89.7,0,8.2,0.68,0
Austria,AUT,UEFA,22,1644.5,3,4,3,0.458,1.39,1.02,4,10.0,0.37,79.9,1,359.0,31,13,4.5,55.6,82.5,0,6.7,0.48,0
Wales,WAL,UEFA,34,1543.7,2,7,1,0.354,0.69,1.67,0,8.8,0.257,70.3,1,308.0,27,1,3.5,45.5,70.9,0,8.3,0.47,1
Italy,ITA,UEFA,5,1721.1,5,3,2,0.682,1.8,0.91,3,14.7,0.426,80.0,3,611.0,44,17,5.5,57.4,85.0,0,8.2,0.61,1
Ecuador,ECU,CONMEBOL,27,1657.9,6,5,0,0.598,1.01,0.98,2,9.1,0.386,78.3,2,488.0,41,4,5.3,52.3,82.0,0,6.5,0.58,0
Belgium,BEL,UEFA,7,1698.2,8,2,0,0.689,1.9,1.03,2,14.8,0.379,85.4,3,506.0,37,16,5.6,51.9,87.3,0,6.0,0.56,1
Algeria,ALG,CAF,49,1496.0,2,5,3,0.235,0.71,1.25,0,8.5,0.269,75.4,1,234.0,31,3,3.2,45.8,75.0,0,7.6,0.4,1
Costa Rica,CRC,CONCACAF,47,1596.1,1,5,4,0.312,1.05,1.74,1,9.4,0.261,73.4,1,311.0,22,5,3.3,43.9,71.4,0,1.5,0.81,1
Morocco,MAR,CAF,23,1714.7,3,3,4,0.501,1.1,1.3,1,10.4,0.411,81.0,3,509.0,35,14,5.4,49.5,79.4,0,10.7,0.41,1
USA,USA,CONCACAF,35,1570.1,6,5,0,0.503,1.22,1.1,1,9.0,0.363,76.9,2,346.0,34,3,6.8,49.3,78.9,1,0.9,0.76,1
Italy,ITA,UEFA,10,1708.6,6,3,1,0.682,1.66,0.89,2,14.6,0.368,80.4,3,806.0,54,17,5.9,57.1,87.0,0,5.6,0.71,1
Italy,ITA,UEFA,13,1666.0,6,2,2,0.551,1.41,0.83,4,14.4,0.429,82.4,3,778.0,51,6,8.0,59.7,85.9,0,7.3,0.61,1
New Zealand,NZL,OFC,48,1588.2,1,6,3,0.215,0.61,1.59,1,9.0,0.277,75.9,2,343.0,29,1,4.6,49.6,77.9,0,13.6,0.41,0
Colombia,COL,CONMEBOL,12,1674.9,5,3,2,0.6,1.6,0.96,5,14.8,0.479,79.7,2,698.0,39,17,6.1,54.0,86.8,0,6.1,0.65,0
Japan,JPN,AFC,21,1621.8,6,4,0,0.43,1.62,0.83,3,12.9,0.394,80.5,1,424.0,44,5,5.4,53.7,75.6,0,8.4,0.56,1
Honduras,HON,CONCACAF,48,1546.6,1,4,5,0.363,0.95,1.56,1,10.4,0.255,76.0,1,229.0,21,1,4.5,41.8,78.4,0,2.4,0.78,0
Sweden,SWE,UEFA,12,1604.5,6,4,0,0.527,1.26,1.31,1,10.8,0.386,76.6,2,321.0,34,6,4.3,45.4,84.5,0,9.0,0.6,0
Morocco,MAR,CAF,31,1597.9,6,4,0,0.499,1.32,1.25,3,9.7,0.354,74.6,2,397.0,42,5,6.1,50.7,76.0,0,10.8,0.51,0
Colombia,COL,CONMEBOL,5,1753.1,5,2,3,0.706,1.46,1.15,4,16.5,0.363,85.0,3,710.0,55,8,8.1,51.8,86.8,0,6.2,0.75,1
Spain,ESP,UEFA,5,1930.1,8,1,1,0.747,2.76,0.68,7,18.2,0.418,87.1,5,955.0,47,20,7.8,58.7,88.6,0,5.3,0.63,1
Croatia,CRO,UEFA,13,1678.4,6,3,1,0.621,2.18,1.04,3,15.0,0.375,80.4,4,744.0,37,18,6.9,55.2,87.7,0,8.5,0.53,0
Cameroon,CMR,CAF,45,1567.7,3,4,3,0.329,1.18,1.84,2,9.1,0.287,74.2,2,336.0,23,7,3.8,47.1,78.0,0,9.5,0.49,0
Poland,POL,UEFA,16,1626.4,4,4,2,0.497,1.28,1.06,1,9.6,0.32,78.5,1,499.0,28,12,5.7,53.6,84.5,0,5.8,0.72,1
Tunisia,TUN,CAF,37,1437.0,1,4,5,0.402,0.71,1.78,0,9.7,0.231,74.0,1,379.0,33,5,4.9,47.3,71.7,0,7.9,0.4,0
Germany,DEU,UEFA,15,1707.3,8,2,0,0.58,1.9,0.67,3,16.8,0.41,80.5,3,515.0,44,18,7.6,60.9,89.7,0,6.6,0.55,0
Morocco,MAR,CAF,20,1679.8,3,5,2,0.51,1.19,1.36,3,10.1,0.321,76.5,1,363.0,32,15,5.4,49.7,75.5,0,8.7,0.49,1
Egypt,EGY,CAF,44,1568.5,1,6,3,0.317,1.15,2.12,1,6.8,0.29,70.6,1,370.0,33,3,4.4,48.9,76.4,0,8.6,0.45,1
Mexico,MEX,CONCACAF,23,1660.9,5,3,2,0.491,1.01,0.91,4,10.5,0.397,77.4,1,286.0,40,14,5.0,50.8,82.7,1,1.4,0.87,1
Ecuador,ECU,CONMEBOL,13,1639.3,5,3,2,0.411,1.27,1.43,3,9.4,0.34,76.8,1,378.0,45,3,5.4,46.9,81.1,0,7.7,0.58,0
Argentina,ARG,CONMEBOL,4,1981.8,9,2,0,0.82,2.57,0.56,3,18.7,0.425,83.3,5,945.0,65,17,9.5,59.9,85.3,0,4.2,0.72,1
China,CHN,AFC,37,1523.6,2,7,1,0.422,1.07,2.01,0,8.1,0.257,73.4,0,346.0,18,4,5.1,47.6,79.4,0,8.5,0.64,0
Serbia,SRB,UEFA,15,1603.1,5,2,3,0.48,1.3,0.9,3,9.2,0.318,78.9,3,412.0,31,11,4.5,49.8,79.6,0,5.6,0.67,0
Portugal,POR,UEFA,16,1666.2,7,3,0,0.698,1.41,0.93,5,15.5,0.472,80.7,2,727.0,36,16,7.4,54.8,87.2,0,8.5,0.53,0
England,ENG,UEFA,6,1888.8,8,1,1,0.815,2.55,0.52,3,15.9,0.548,85.1,5,731.0,63,9,7.7,58.5,91.7,0,8.7,0.7,1
Morocco,MAR,CAF,13,1555.7,6,5,0,0.497,1.6,1.14,2,12.3,0.366,80.2,3,268.0,32,13,6.5,46.5,84.3,0,7.6,0.49,1
Morocco,MAR,CAF,19,1513.0,5,2,3,0.483,1.31,0.86,1,10.0,0.326,80.4,1,471.0,45,13,6.3,55.8,79.2,0,9.9,0.52,1
Argentina,ARG,CONMEBOL,7,1930.0,7,2,1,0.832,2.15,0.86,7,14.7,0.546,87.0,3,1194.0,48,23,8.3,61.3,88.1,0,6.0,0.6,0
Honduras,HON,CONCACAF,45,1524.6,2,7,1,0.388,0.65,1.23,2,6.4,0.227,73.6,1,283.0,20,7,5.2,47.2,78.7,0,2.9,0.89,0
Paraguay,PAR,CONMEBOL,47,1562.1,2,7,1,0.308,0.83,1.7,0,6.7,0.226,70.4,1,361.0,16,8,2.4,48.3,76.2,0,6.2,0.73,1
Switzerland,SUI,UEFA,35,1697.4,5,3,2,0.439,1.65,0.87,1,9.1,0.338,79.5,2,476.0,37,9,6.3,52.5,84.8,0,7.3,0.51,1
Argentina,ARG,CONMEBOL,6,1796.9,6,1,3,0.662,2.2,0.99,5,14.7,0.41,88.3,5,764.0,65,8,9.2,67.7,91.3,0,5.7,0.58,1
Jamaica,JAM,CONCACAF,30,1598.0,1,6,3,0.248,1.16,1.56,2,8.8,0.33,72.0,1,320.0,32,8,4.4,43.3,70.5,0,0.7,0.88,1
Denmark,DEN,UEFA,24,1661.5,5,2,3,0.47,1.16,1.36,4,12.7,0.338,74.7,1,340.0,25,14,4.4,48.5,78.6,0,5.1,0.48,1
Ghana,GHA,CAF,50,1412.9,3,5,2,0.243,0.55,1.87,2,7.4,0.316,76.0,1,255.0,23,5,4.0,49.9,71.8,0,8.9,0.32,0
Japan,JPN,AFC,33,1672.1,5,4,1,0.509,1.48,0.97,2,12.6,0.414,75.8,1,267.0,26,8,4.3,49.4,80.8,0,9.3,0.31,0
Netherlands,NED,UEFA,12,1800.2,6,2,2,0.664,1.41,0.98,2,15.2,0.374,80.2,3,547.0,36,14,8.2,56.2,83.0,0,6.8,0.55,0
Jamaica,JAM,CONCACAF,48,1539.0,2,4,4,0.285,0.7,1.42,0,7.3,0.263,74.2,1,219.0,35,3,3.3,44.3,79.6,0,2.4,0.75,0
